artf_name,artf_description
CC_124_TRG,"Class GUIAnagraficaMedico Date: 16/09/2003 
                                                 Version: 
                                                 0 01 000 
Description Make the mask on the management 
                   the anagrafica of doctors 
Attributes 
       Name Access Description 
Private gridElencoMedici list containing the information 
                            principal of doctors registered in 
                            I S O 
Methods 
       Signature visualizzaDatiMedico () Public Access 
    Description View details of the doctor selected 
                   Section panelDati 
       Signature visualizzaElencoMedicii () Public Access 
    Description View list of doctors registered in 
                   I S O 
       Signature gestioneAnagrafica () Public Access 
    It description of the retrieval of all 
                   information necessary for the organization 
                   Mask implemented by 
                   GUIAnagraficaMedico"
CC_123_SRC,"Class GUIAnagraficaLaboratorio Date: 
                                                   16/09/2003 
                                                   Version: 
                                                   0 01 000 
Description Make the mask on the management 
                   the anagrafica of laboratories 
Attributes 
       Name Access Description 
Private gridElencoLaborat list containing the information 
gold key laboratories registered 
                              within S I O 
Methods 
       Signature visualizzaDatiLaboratorio () Public Access 
    Description View details of the laboratory 
                   selected in the panelDati 
       Signature visualizzaElencoLaboratori () Public Access 
    Description View list of laboratories registered 
                   in the S I O 
     Signature gestioneAnagrafica () Public Access 
  It description of the retrieval of all information 
                necessary for the organization of the mask 
                implemented by GUIAnagraficaLaboratorio

"
CC_122_TRG,"Class GUIAnagrafica Date: 16/09/2003 
                                                  Version: 
                                                  0 01 000 
Description abstract class used to define 
                   GUIAnagraficaLaboratorio of classes and 
                   GUIAnagraficaMadico 
Attributes 
       Name Access Description 
Private btnElimina button that allows you to start 
                              delete procedure 
                              the anagrafica of a laboratory or 
                              a doctor 
Private btnModifica button that allows you to start 
                              procedure for changing th anagrafica
                              a laboratory or doctor 
Private btnNuovo button that allows you to start 
                              procedure for input a 
                              laboratory or doctor 
Private panelDati panel containing all the data 
                              concerning their age in 
                              examination 
Methods 
       Signature notificaSuccesso () Public Access 
    Description Displays a message to notify the 
                   success of the operation carried out 
                   by operator"
CC_124_SRC,"Class GUIAnagraficaMedico Date: 16/09/2003 
                                                 Version: 
                                                 0 01 000 
Description Make the mask on the management 
                   the anagrafica of doctors 
Attributes 
       Name Access Description 
Private gridElencoMedici list containing the information 
                            principal of doctors registered in 
                            I S O 
Methods 
       Signature visualizzaDatiMedico () Public Access 
    Description View details of the doctor selected 
                   Section panelDati 
       Signature visualizzaElencoMedicii () Public Access 
    Description View list of doctors registered in 
                   I S O 
       Signature gestioneAnagrafica () Public Access 
    It description of the retrieval of all 
                   information necessary for the organization 
                   Mask implemented by 
                   GUIAnagraficaMedico"
CC_125_SRC,"Class GUIResoconto Date: 16/09/2003 
                                                  Version: 
                                                  0 01 000 
Description abstract class used to define the 
                   Classes and GUIResocontoVisite GUIResocontoEsami 
                   GUIResocontoPrenotazioni 
Attributes 
       Name Access Description 
Private gridRisultati grid within which 
                            will show the results of 
                            report 
Private btnRicerca button to start the search for 
                            visits examinations or reservation 
                            in outpatient 
Private btnUscita button that allows you to return to 
                            mask represented by 
                            GUIPrincipale 
Methods 
       Signature visualizzaRisultati () Public Access 
    Description View search results that 
                   the conduct for Operator reports 
                   activities held in outpatient"
CC_126_TRG,"Class GUIResocontoVisite Date: 16/09/2003 
                                                  Version: 
                                                  0 01 000 
Description Make the mask on the management of 
                   reports of visits required in outpatient 
Attributes 
       Name Access Description 
Private panelParametri panel containing the parameters 
                            necessary to set criteria 
                            creation of report of visits 
Methods 
       Signature resocontoVisite () Public Access 
    It description to find all the information 
                   necessary to generate the report in 
                   compliance with the criteria specified"
CC_127_TRG,"Class GUIResocontoEsami Date: 16/09/2003 
                                                Version: 0 01 000 
Description Make the mask on the management of 
                   reports of the examinations prescribed in visits 
                   incurred in outpatient 
Attributes 
       Name Access Description 
Private panelParametri panel containing the parameters 
                            necessary to set criteria 
                            creation of reports of the examinations 
Methods 
        Signature resocontoEsami () Public Access 
    It description to find all the information 
                   necessary to generate the report in 
                   compliance with the criteria specified"
CC_128_TRG,"Class GUIResocontoPrenotazioni Date: 16/09/2003 
                                                Version: 0 01 000 
Description Make the mask on the management of 
                   report of reservation in 
                   outpatient 
Attributes 
       Name Access Description 
Private panelParametri panel containing all the parameters 
                            necessary to set criteria 
                            creation of reports 
                            Reservations 
Methods 
     Signature resocontoPrenotazioni () Public Access 
  It description to find all the information 
               necessary to generate the report in 
               compliance with the criteria specified"
CC_126_SRC,"Class GUIResocontoVisite Date: 16/09/2003 
                                                  Version: 
                                                  0 01 000 
Description Make the mask on the management of 
                   reports of visits required in outpatient 
Attributes 
       Name Access Description 
Private panelParametri panel containing the parameters 
                            necessary to set criteria 
                            creation of report of visits 
Methods 
       Signature resocontoVisite () Public Access 
    It description to find all the information 
                   necessary to generate the report in 
                   compliance with the criteria specified"
CC_125_TRG,"Class GUIResoconto Date: 16/09/2003 
                                                  Version: 
                                                  0 01 000 
Description abstract class used to define the 
                   Classes and GUIResocontoVisite GUIResocontoEsami 
                   GUIResocontoPrenotazioni 
Attributes 
       Name Access Description 
Private gridRisultati grid within which 
                            will show the results of 
                            report 
Private btnRicerca button to start the search for 
                            visits examinations or reservation 
                            in outpatient 
Private btnUscita button that allows you to return to 
                            mask represented by 
                            GUIPrincipale 
Methods 
       Signature visualizzaRisultati () Public Access 
    Description View search results that 
                   the conduct for Operator reports 
                   activities held in outpatient"
CC_127_SRC,"Class GUIResocontoEsami Date: 16/09/2003 
                                                Version: 0 01 000 
Description Make the mask on the management of 
                   reports of the examinations prescribed in visits 
                   incurred in outpatient 
Attributes 
       Name Access Description 
Private panelParametri panel containing the parameters 
                            necessary to set criteria 
                            creation of reports of the examinations 
Methods 
        Signature resocontoEsami () Public Access 
    It description to find all the information 
                   necessary to generate the report in 
                   compliance with the criteria specified"
CC_128_SRC,"Class GUIResocontoPrenotazioni Date: 16/09/2003 
                                                Version: 0 01 000 
Description Make the mask on the management of 
                   report of reservation in 
                   outpatient 
Attributes 
       Name Access Description 
Private panelParametri panel containing all the parameters 
                            necessary to set criteria 
                            creation of reports 
                            Reservations 
Methods 
     Signature resocontoPrenotazioni () Public Access 
  It description to find all the information 
               necessary to generate the report in 
               compliance with the criteria specified"
CC_129_SRC,"Class GUIPianiPrenotazioni Date: 16/09/2003 
                                                 Version: 0 01 000 
Description Its task is to display the mask 
                   on the management of the plans 
                   Reservations made in outpatient 
Attributes 
       Name Access Description 
Private btnUscita button that allows you to return 
                            the mask represented by 
                            GUIPrincipale 
Private panelParametri panel containing all the parameters 
                            necessary to set criteria 
                            creation of plans for reservations 
Methods 
       Signature pianiPrenotazioni () Public Access 
    It description to find all the information 
                   necessary for the generation of plan 
                   reservation in compliance with the criteria 
                   specified"
CC_130_SRC,"Class GUITempiMedi Date: 16/09/2003 
                                                 Version: 0 01 000 
Description Its task is to display the mask 
                  on the calculation of the average time that are 
                  occurred to serve a request for 
                  Reservations 
Attributes 
       Name Access Description 
Private btnUscita button that allows you to return 
                             the mask represented by 
                             GUIPrincipale 
Private graphRisultati Chart shows the average time that 
                             is `to serve occurred a request for 
                             Reservations 
Private panelRisultati panel with the results 
                             (numerical) obtained from the calculation of 
                             average time to serve the demands of 
                             Reservations 
Methods 
       Signature tempiMedi () Public Access 
    It description to find all the information 
                   necessary for the calculation of average 
                   Pending"
CC_131_SRC,"Class GUIManagement Date: 16/09/2003 
                                                 Version: 0 01 000 
Description Its task is to display the mask 
                       on the management functions 
                       to monitor activities 
                       Outpatients 
Attributes 
         Name Access Description 
Private btnPianiPrenotazioni button that provides access 
                                implemented by the mask 
                                GUIPianiPrenotazioni 
Attributes 
Private btnResocontoEsami button that provides access 
                                 implemented by the mask 
                                 GUIResocontoEsami 
Private btnResocontoMedicina button that provides access 
will be deployed to mask 
                                 GUIResocontoMedicinali 
Private btnResocontoPrenotaz button that provides access 
ions to form implemented by oprator
                                 GUIResocontoPrenotazioni 
Private btnResocontoVisite button that provides access 
                                 implemented by the mask 
                                 GUIResocontoVisite 
Private btnTempiMedi button that provides access 
                                 implemented by the mask 
                                 GUITempiMedi 
Methods 
       Signature resocontoVisite () Public Access 
    Description Its task is to draw handler class 
                   associated with the mask implemented by 
                   GUIResocontoVisite 
       Signature resocontoEsami () Public Access 
    Description Its task is to draw handler class 
                   associated with the mask implemented by 
                   GUIResocontoEsami 
       Signature resocontoPrenotazioni () Public Access 
    Description Its task is to draw handler class 
                   associated with the mask implemented by 
                   GUIResocontoPrenotazioni 
       Signature tempiMedi () Public Access 
    Description Its task is to draw handler class 
                   associated with the mask implemented by 
                   GUITempiMedi 
       Signature pianiPrenotazioni () Public Access 
    Description Its task is to draw handler class 
                   associated with the mask implemented by 
                   GUIPianiPrenotazioni"
CC_132_SRC,"Class GUILoginPaziente Date: 19/09/03 
                                               Version: 0 01 000 
Description Make the mask that manages access by 
                   Part of the section Patient 
Attributes 
       Name Access Description 
Private btnValida button that starts the process 
                           access to this patient 
Private btnAnnulla button that lets you exit the 
                           login mask 
Private editCodiceHC Text box used to 
                           allow the operator to enter 
                           the code of dell'Hospital Card 
                           Patient 
Private editCodoceFiscal Text box used to 
and enable the operator to enter 
                           the tax code Patient 
Methods 
       Signature showLoginError () Public Access 
    Description Show an error message if 
                   the procedure for access to the section 
                   Patient fails 
       Signature login () Public Access 
    Description Manages the event generated when the Operator 
                   insert the code card or dell'hospital 
                   Patient tax code and run the 
                   validation procedure"
CC_133_SRC,"Class GUIPaziente Date: 16/09/2003 
                                                Version: 0 01 000 
Description Make the mask on the management 
                   of reservation by Patient 
                   the operator 
Attributes 
       Name Access Description 
Private btnAnnullaPrenot button that allows you to start 
action procedure delete of a 
                               procedure 
Private btnModificaDatiP button that allows you to start 
pazient procedure for changing the data 
                               anagrafica Patient 
Private btnModificaPreno button that allows you to start 
assessment procedure for changing a 
                               Reservations 
Private btnPrenotaVisita button that allows you to start 
                               reservation procedure of a 
                               visit 
Methods 
       Signature show () Public Access 
    Description View mask 
       Signature abilitaAccesso () Public Access 
    Description Manages the event generated when the procedure 
                   validation goes well 
       Signature eliminaPrenotazione () Public Access 
    Its task description call the handler class 
                   associated with the mask represented by 
                   GUIEliminaPrenotazuione and begin the process 
                   delete of a reservation 
       Signature modificaAnagrafica () Public Access 
    Description Its task is to draw handler class 
                   associated with the mask represented by 
                   GUIAnagraficaPaziente and begin the process of 
                   Review of data anagrafica Patient 
       Signature modificaPrenotazione () Public Access 
    Description Its task is to draw handler class 
                   associated with the mask represented by 
                   GUIAnagraficaPaziente and start the procedure 
                   Review of data relating to a reservation 
       Signature prenotaVisita () Public Access 
    Description Its task is to draw handler class 
                   associated with the mask represented by 
                   GUIPrenotaVisita and start the procedure 
                   reservation a visit"
CC_134_SRC,"Class GUIPrenotaVisita Date: 16/09/2003 
                                                Version: 0 01 000 
Description Make the mask on the management 
                   booking a visit 
Attributes 
       Name Access Description 
Private btnAnnulla button that allows you to return 
                            implemented by the mask 
                            GUIPaziente 
Private btnConfermaTipo button that allows you to confirm 
                            type of access to reservation
Private btnPrenota button that allows you to confirm 
                            Reservations 
Private panelDataVisita panel containing the date of 
                            proposed visit by the system 
Private panelDati panel containing the necessary data 
                            to make a reservation 
Private panelTipoVisita panel containing the various types of 
                            visit which can be booked 
Methods 
       Signature notificaSuccesso () Public Access 
    Description Its task is to notify the success 
                   of 
       Signature show () Public Access 
    Description View mask 
       Signature visualizzaDataVisi Public Access 
                   ta () 
    Description View date proposed by the system 
       Signature visualizzaDatiVisi Public Access 
                   ta () 
    Description View data for a reservation 
       Signature eliminaPrenotazione () Public Access 
    Description Manages the event generated when the Operator 
                   Select a reservation and start the procedure 
                   delete
       Signature modificaPrenotazione () Public Access 
    Description Manages the event generated when the Operator 
                   Select a reservation and start the procedure 
                   changing
       Signature prenotaVisita () Public Access 
    Description Manages the event generated when the Operator 
                   select and start the reservation process 
                   a new visit 
       Signature primaVisita () Public Access 
    Description Manages the event generated when the Operator 
                   Select a reservation and start the procedure 
                   reservation a first visit"
CC_135_SRC,"Class GUISelezionaPrenotazione Date: 16/09/2003 
                                                 Version: 0 01 000 
Make description to permit the mask 
                      the operator to select a particular 
                      Reservations 
Attributes 
         Name Access Description 
Private btnSelezionaPrenota button that allows you to confirm 
options the selection of the reservation 
                                made in 
Methods 
     Signature selezionaPrenotazioni () Public Access 
  It description of the retrieval of all information 
                necessary for the realization of 
                GUISelezionaPrenotazioni"
CC_136_SRC,"Class GUIAnagraficaPaziente Date: 
                                                    16/09/2003 
                                                    Version: 
                                                    0 01 000 
Description Make the mask used for managing 
                 of anagrafica data of a patient 
Attributes 
      Name Access Description 
Private btnAnnulla button that allows you to return to 
                          mask implemented by GUIPaziente 
Private btnSalva button that allows you to confirm 
                          the operation 
Private panelDati panel containing the necessary data for 
                          insert and changing data 
                          a patient 
Methods 
      Signature notificaSuccesso () Public Access 
                                                              or 
   Description Its task is to notify the success 
                 of 
      Signature show () Public Access 
                                                               or 
   Description View mask 
      Signature visualizzaDatiPaziente () Public Access 
                                                               or 
   Description View of Patient Data 
       Signature editPaziente () Public Access 
                                                               or 
    Description Its task is to find the information 
                   necessary for the modification of a Patient 
       Signature newPaziente () Public Access 
                                                              or 
    Description Its task is to initiate proceedings 
                   insertion of a new Patient 
       Signature savePaziente () Public Access 
                                                              or 
    Description Its task is to initiate proceedings 
                   saving data of a new Patient"
CC_137_SRC,"Class GUIHospitalCard Date: 
                                                   16/09/2003 
                                                   Version: 
                                                   0 01 000 
Description Make the mask used for 
                    dell'Hospital view of a Card 
                    Newly recorded patient 
Attributes 
        Name Access Description 
                                
Methods 
       Signature visualizzaHospitalCard () Public Access 
    Description Display data Hospital Card 
       Signature stampaHC () Public Access 
    Description Its task is to find the data for the 
                    viewing data dell'Hospital Card"
CC_138_SRC,"Class GUIEliminaPrenotazione Date: 16/09/2003 
                                                   Version: 
                                                   0 01 000 
Description Make the mask used for 
                    management of an 
                    Reservations 
Attributes 
        Name Access Description 
Private btnAnnulla button used to cancel 
                                the delete of a visit 
Private gridElencoPrenotaz list containing all 
 active reservation made by 
                                a patient 
Methods 
       Signature VisualizzaElencoPrenotazioni Public Access 
                    () 
    Description Display the list of reservations 
                    made by Patient 
       Signature eliminaPrenotazione () Public Access 
    Description Its task is to find the information 
                   necessary for the realization of 
                   GUIEliminaPrenotazione"
CC_139_SRC,"Class GUIElencoPrenotazioni Date: 19/09/03 
                                                   Version: 
                                                   0 01 000 
Description abstract class used to define 
                   GUIEliminaPrenotazione of classes and 
                   GUISelezionaPrenotazione 
Attributes 
       Name Access Description 
Private btnAnnulla button that allows you to cancel 
                              the current operation 
Private gridPrenotazioni grid containing the list of 
                              Reservations still active set 
                              by Patient 
Methods 
       Signature notificaSuccesso () Public Access 
    Description Its task is to notify the success 
                   of"
CC_140_SRC,"Class GUIVisita Date: 
                                                   16/09/2003 
                                                   Version: 
                                                   0 01 000 
Description Make the mask used for managing 
                   of visits within 
                   of the outpatient
Attributes 
       Name Access Description 
Private btnDelete button that allows you to start 
                             procedure for delete of a 
                             visit 
Private btnEdit button that allows you to start 
                             procedure for changing a visit 
Private btnNew button that allows you to start 
                             procedure for input a new 
                             visit 
Private btnSave button that allows you to start 
                             procedure to save a visit 
                             just changed or added 
Private btnUndo button that allows you to cancel 
                             The last operation performed 
Methods 
       Signature notificaSuccesso () Public Access 
    Description Its task is to notify the success 
                   of 
       Signature visualizzaElencoVisite () Public Access 
    Description Its task is to see the list of 
                   visits 
       Signature examinations () Public Access 
    Description Its task is to manage the event generated 
                   When the operator selects a visit 
                   from the list and requires access to the section 
                   that shows the examination to such 
                   visit 
       Signature visit () Public Access 
    Description Its task is to find the information 
                   necessary for the realization of GUIVisita"
CC_141_SRC,"Class GUIEsame Date: 16/09/2003 
                                                  Version: 
                                                  0 01 000 
Make description on the mask used for 
                   management of examinations related to a 
                   particular visit 
Attributes 
       Name Access Description 
Private btnDelete button that allows you to start 
                             procedure for delete of a 
                             examination 
Private btnEdit button that allows you to start 
                             procedure for changing a review 
Private btnNew button that allows you to start 
                             procedure for input a new 
                             examination 
Private btnSave button that allows you to start 
                             procedure saving a review 
                             just changed or added 
Private btnUndo button that allows you to cancel 
                             The last operation performed 
Methods 
       Signature notificaSuccesso () Public Access 
    Description Its task is to notify the success of 
                   a change or insertion 
                   Deleting a; a 
       Signature visualizzaDatiEsame () Public Access 
    Description Its task is to see the details of 
                   examination 
       Signature visualizzaElencoEsami () Public Access 
    Description Its task is to see the list of 
                   Examination of a visit 
       Signature examinations () Public Access 
    Description Its task is to find the information 
                   necessary for the realization of GUIEsame"
CC_142_SRC,"Class OperatoreManager Date: 
                                                   16/09/2003 
                                                   Version: 
                                                   0 01 000 
Description has the task of managing the operations access 
                   Easy software system to Clinch 2003 Operator 
                   by the 
Attributes 
       Name Access Description 
                             
Methods 
       Login Signature () Public Access 
    Description Its task is to manage the operation Login 
                   of 
       Signature logout () Public Access 
    Description Its task is to manage the operation logout 
                   of"
CC_120_TRG,"Class GUILogin Date: 16/09/2003 
                                                   Version: 
                                                  0 01 000 
Description Make the mask that guides Operator 
                   during the validation 
Attributes 
       Name Access Description 
Private btnAnnulla button used to end 
                              the implementation of Easy Clinic 2003 
                              Operator 
Private btnEsegui button used to confirm 
                              data 
Private panelDati panel containing the boxes 
                              text where the operator enters the 
                              login 
Methods 
       Signature showLoginError () Public Access 
    Description Show an error message if 
                   in the process of validation 
                   is not successful 
       Signature login () Public Access 
    Description Manages the event generated when the patient 
                   start the process of validation 
       Signature logout () Public Access 
    Description Manages the event when the operator leaves 
                   the system"
