artf_1,artf_2,link
CC_114_SRC,TC_95_TRG,0
CC_114_SRC,TC_96_TRG,0
CC_114_SRC,TC_97_TRG,0
CC_114_SRC,TC_98_TRG,0
CC_114_SRC,TC_99_TRG,0
CC_114_SRC,TC_100_TRG,0
CC_114_SRC,ID_32_TRG,0
CC_114_SRC,ID_31_TRG,0
CC_114_SRC,ID_34_TRG,0
CC_114_SRC,ID_35_TRG,0
CC_114_SRC,ID_40_TRG,0
CC_114_SRC,ID_36_TRG,0
CC_114_SRC,ID_37_TRG,0
CC_114_SRC,ID_49_TRG,0
CC_114_SRC,ID_50_TRG,0
CC_114_SRC,ID_39_TRG,0
CC_114_SRC,ID_45_TRG,0
CC_114_SRC,ID_46_TRG,0
CC_114_SRC,ID_38_TRG,0
CC_114_SRC,ID_33_TRG,0
CC_114_SRC,ID_47_TRG,0
CC_114_SRC,ID_42_TRG,0
CC_114_SRC,ID_43_TRG,0
CC_114_SRC,ID_44_TRG,0
CC_114_SRC,ID_48_TRG,0
CC_114_SRC,ID_41_TRG,0
CC_114_SRC,CC_158_TRG,0
CC_114_SRC,CC_155_TRG,0
CC_114_SRC,CC_149_TRG,0
CC_114_SRC,UC_7_TRG,0
CC_114_SRC,UC_1_TRG,0
CC_114_SRC,UC_2_TRG,0
CC_114_SRC,UC_6_TRG,0
CC_114_SRC,UC_8_TRG,0
CC_114_SRC,UC_11_TRG,0
CC_114_SRC,UC_19_TRG,0
CC_114_SRC,UC_20_TRG,0
CC_114_SRC,UC_17_TRG,0
CC_114_SRC,UC_18_TRG,0
CC_114_SRC,UC_14_TRG,0
CC_114_SRC,UC_15_TRG,0
CC_114_SRC,UC_16_TRG,0
CC_114_SRC,UC_24_TRG,0
CC_114_SRC,UC_25_TRG,0
CC_114_SRC,UC_23_TRG,0
CC_114_SRC,UC_22_TRG,0
CC_114_SRC,UC_21_TRG,0
CC_114_SRC,CC_144_TRG,0
CC_114_SRC,CC_130_TRG,0
CC_114_SRC,UC_3_TRG,0
CC_114_SRC,UC_4_TRG,0
CC_114_SRC,UC_5_TRG,0
CC_114_SRC,UC_9_TRG,0
CC_114_SRC,UC_10_TRG,0
CC_114_SRC,UC_12_TRG,0
CC_114_SRC,UC_13_TRG,0
CC_114_SRC,UC_27_TRG,0
CC_114_SRC,UC_28_TRG,0
CC_114_SRC,UC_26_TRG,0
CC_114_SRC,UC_29_TRG,0
CC_114_SRC,UC_30_TRG,0
CC_115_SRC,CC_123_TRG,0
CC_115_SRC,CC_124_TRG,0
CC_115_SRC,CC_122_TRG,0
CC_115_SRC,CC_126_TRG,0
CC_115_SRC,CC_127_TRG,0
CC_115_SRC,CC_128_TRG,0
CC_115_SRC,CC_125_TRG,0
CC_115_SRC,CC_120_TRG,0
CC_115_SRC,CC_114_TRG,0
CC_115_SRC,CC_132_TRG,0
CC_115_SRC,CC_137_TRG,0
CC_115_SRC,CC_116_TRG,0
CC_115_SRC,CC_136_TRG,0
CC_115_SRC,CC_117_TRG,0
CC_115_SRC,CC_129_TRG,0
CC_115_SRC,CC_134_TRG,0
CC_115_SRC,CC_135_TRG,0
CC_115_SRC,CC_138_TRG,0
CC_115_SRC,CC_139_TRG,0
CC_115_SRC,CC_118_TRG,0
CC_115_SRC,CC_119_TRG,0
CC_115_SRC,CC_140_TRG,0
CC_115_SRC,CC_152_TRG,0
CC_115_SRC,CC_153_TRG,0
CC_115_SRC,CC_154_TRG,0
CC_115_SRC,CC_142_TRG,0
CC_115_SRC,CC_151_TRG,0
CC_115_SRC,CC_146_TRG,0
CC_115_SRC,CC_145_TRG,0
CC_115_SRC,CC_150_TRG,0
CC_115_SRC,CC_141_TRG,0
CC_115_SRC,CC_156_TRG,0
CC_115_SRC,CC_147_TRG,0
CC_115_SRC,CC_148_TRG,0
CC_115_SRC,CC_159_TRG,0
CC_115_SRC,TC_107_TRG,0
CC_115_SRC,TC_108_TRG,0
CC_115_SRC,TC_109_TRG,0
CC_115_SRC,TC_110_TRG,0
CC_115_SRC,TC_111_TRG,0
CC_115_SRC,TC_112_TRG,0
CC_115_SRC,TC_113_TRG,0
CC_115_SRC,TC_51_TRG,0
CC_115_SRC,TC_52_TRG,0
CC_115_SRC,TC_53_TRG,0
CC_115_SRC,TC_54_TRG,0
CC_115_SRC,TC_55_TRG,0
CC_115_SRC,TC_56_TRG,0
CC_115_SRC,TC_57_TRG,0
CC_115_SRC,TC_58_TRG,0
CC_115_SRC,TC_59_TRG,0
CC_115_SRC,TC_60_TRG,0
CC_115_SRC,TC_61_TRG,0
CC_115_SRC,TC_62_TRG,0
CC_115_SRC,TC_63_TRG,0
CC_115_SRC,TC_64_TRG,0
CC_115_SRC,TC_65_TRG,0
CC_115_SRC,TC_81_TRG,0
CC_115_SRC,TC_82_TRG,0
CC_115_SRC,TC_83_TRG,0
CC_115_SRC,TC_84_TRG,0
CC_115_SRC,TC_85_TRG,0
CC_115_SRC,TC_86_TRG,0
CC_115_SRC,TC_87_TRG,0
CC_115_SRC,TC_88_TRG,0
CC_115_SRC,TC_89_TRG,0
CC_115_SRC,TC_90_TRG,0
CC_115_SRC,TC_91_TRG,0
CC_115_SRC,TC_92_TRG,0
CC_115_SRC,TC_93_TRG,0
CC_115_SRC,TC_101_TRG,0
CC_115_SRC,TC_102_TRG,0
CC_115_SRC,TC_103_TRG,0
CC_115_SRC,TC_104_TRG,0
CC_115_SRC,TC_105_TRG,0
CC_115_SRC,TC_106_TRG,0
CC_115_SRC,TC_66_TRG,0
CC_115_SRC,TC_67_TRG,0
CC_115_SRC,TC_68_TRG,0
CC_115_SRC,TC_69_TRG,0
CC_115_SRC,TC_70_TRG,0
CC_115_SRC,TC_71_TRG,0
CC_115_SRC,TC_72_TRG,0
CC_115_SRC,TC_73_TRG,0
CC_115_SRC,TC_74_TRG,0
CC_115_SRC,TC_75_TRG,0
CC_115_SRC,TC_76_TRG,0
CC_115_SRC,TC_77_TRG,0
CC_115_SRC,TC_78_TRG,0
CC_115_SRC,TC_79_TRG,0
CC_115_SRC,TC_80_TRG,0
CC_115_SRC,TC_94_TRG,0
CC_115_SRC,TC_95_TRG,0
CC_115_SRC,TC_96_TRG,0
CC_115_SRC,TC_97_TRG,0
CC_115_SRC,TC_98_TRG,0
CC_115_SRC,TC_99_TRG,0
CC_115_SRC,TC_100_TRG,0
CC_115_SRC,ID_32_TRG,0
CC_115_SRC,ID_31_TRG,0
CC_115_SRC,ID_34_TRG,0
CC_115_SRC,ID_35_TRG,0
CC_115_SRC,ID_40_TRG,0
CC_115_SRC,ID_36_TRG,0
CC_115_SRC,ID_37_TRG,0
CC_115_SRC,ID_49_TRG,0
CC_115_SRC,ID_50_TRG,0
CC_115_SRC,ID_39_TRG,0
CC_115_SRC,ID_45_TRG,0
CC_115_SRC,ID_46_TRG,0
CC_115_SRC,ID_38_TRG,0
CC_115_SRC,ID_33_TRG,0
CC_115_SRC,ID_47_TRG,0
CC_115_SRC,ID_42_TRG,0
CC_115_SRC,ID_43_TRG,0
CC_115_SRC,ID_44_TRG,0
CC_115_SRC,ID_48_TRG,0
CC_115_SRC,ID_41_TRG,0
CC_115_SRC,CC_158_TRG,0
CC_115_SRC,CC_155_TRG,0
CC_115_SRC,CC_149_TRG,0
CC_115_SRC,UC_7_TRG,0
CC_115_SRC,UC_1_TRG,0
CC_115_SRC,UC_2_TRG,0
CC_115_SRC,UC_6_TRG,0
CC_115_SRC,UC_8_TRG,0
CC_115_SRC,UC_11_TRG,0
CC_115_SRC,UC_19_TRG,0
CC_115_SRC,UC_20_TRG,0
CC_115_SRC,UC_17_TRG,0
CC_115_SRC,UC_18_TRG,0
CC_115_SRC,UC_14_TRG,0
CC_115_SRC,UC_15_TRG,0
CC_115_SRC,UC_16_TRG,0
CC_115_SRC,UC_24_TRG,0
CC_115_SRC,UC_25_TRG,0
CC_115_SRC,UC_23_TRG,0
CC_115_SRC,UC_22_TRG,0
CC_115_SRC,UC_21_TRG,0
CC_115_SRC,CC_144_TRG,0
CC_115_SRC,CC_130_TRG,0
CC_115_SRC,UC_3_TRG,0
CC_115_SRC,UC_4_TRG,0
CC_115_SRC,UC_5_TRG,0
CC_115_SRC,UC_9_TRG,0
CC_115_SRC,UC_10_TRG,0
CC_115_SRC,UC_12_TRG,0
CC_115_SRC,UC_13_TRG,0
CC_115_SRC,UC_27_TRG,0
CC_115_SRC,UC_28_TRG,0
CC_115_SRC,UC_26_TRG,0
CC_115_SRC,UC_29_TRG,0
CC_115_SRC,UC_30_TRG,0
CC_116_SRC,CC_123_TRG,0
CC_116_SRC,CC_124_TRG,0
CC_116_SRC,CC_122_TRG,0
CC_116_SRC,CC_126_TRG,0
CC_116_SRC,CC_127_TRG,0
CC_116_SRC,CC_128_TRG,0
CC_116_SRC,CC_125_TRG,0
CC_116_SRC,CC_120_TRG,0
CC_116_SRC,CC_114_TRG,0
CC_116_SRC,CC_132_TRG,0
CC_116_SRC,CC_137_TRG,0
CC_116_SRC,CC_116_TRG,0
CC_116_SRC,CC_136_TRG,0
CC_116_SRC,CC_117_TRG,0
CC_116_SRC,CC_129_TRG,0
CC_116_SRC,CC_134_TRG,0
CC_116_SRC,CC_135_TRG,0
CC_116_SRC,CC_138_TRG,0
CC_116_SRC,CC_139_TRG,0
CC_116_SRC,CC_118_TRG,0
CC_116_SRC,CC_119_TRG,0
CC_116_SRC,CC_140_TRG,0
CC_116_SRC,CC_152_TRG,0
CC_116_SRC,CC_153_TRG,0
CC_116_SRC,CC_154_TRG,0
CC_116_SRC,CC_142_TRG,0
CC_116_SRC,CC_151_TRG,0
CC_116_SRC,CC_146_TRG,0
CC_116_SRC,CC_145_TRG,0
CC_116_SRC,CC_150_TRG,0
CC_116_SRC,CC_141_TRG,0
CC_116_SRC,CC_156_TRG,0
CC_116_SRC,CC_147_TRG,0
CC_116_SRC,CC_148_TRG,0
CC_116_SRC,CC_159_TRG,0
CC_116_SRC,TC_107_TRG,0
CC_116_SRC,TC_108_TRG,0
CC_116_SRC,TC_109_TRG,0
CC_116_SRC,TC_110_TRG,0
CC_116_SRC,TC_111_TRG,0
CC_116_SRC,TC_112_TRG,0
CC_116_SRC,TC_113_TRG,0
CC_116_SRC,TC_51_TRG,0
CC_116_SRC,TC_52_TRG,0
CC_116_SRC,TC_53_TRG,0
CC_116_SRC,TC_54_TRG,0
CC_116_SRC,TC_55_TRG,0
CC_116_SRC,TC_56_TRG,0
CC_116_SRC,TC_57_TRG,0
CC_116_SRC,TC_58_TRG,0
CC_116_SRC,TC_59_TRG,0
CC_116_SRC,TC_60_TRG,0
CC_116_SRC,TC_61_TRG,0
CC_116_SRC,TC_62_TRG,0
CC_116_SRC,TC_63_TRG,0
CC_116_SRC,TC_64_TRG,0
CC_116_SRC,TC_65_TRG,0
CC_116_SRC,TC_81_TRG,0
CC_116_SRC,TC_82_TRG,0
CC_116_SRC,TC_83_TRG,0
CC_116_SRC,TC_84_TRG,0
CC_116_SRC,TC_85_TRG,0
CC_116_SRC,TC_86_TRG,0
CC_116_SRC,TC_87_TRG,0
CC_116_SRC,TC_88_TRG,0
CC_116_SRC,TC_89_TRG,0
CC_116_SRC,TC_90_TRG,0
CC_116_SRC,TC_91_TRG,0
CC_116_SRC,TC_92_TRG,0
CC_116_SRC,TC_93_TRG,0
CC_116_SRC,TC_101_TRG,0
CC_116_SRC,TC_102_TRG,0
CC_116_SRC,TC_103_TRG,0
CC_116_SRC,TC_104_TRG,0
CC_116_SRC,TC_105_TRG,0
CC_116_SRC,TC_106_TRG,0
CC_116_SRC,TC_66_TRG,0
CC_116_SRC,TC_67_TRG,0
CC_116_SRC,TC_68_TRG,0
CC_116_SRC,TC_69_TRG,0
CC_116_SRC,TC_70_TRG,0
CC_116_SRC,TC_71_TRG,0
CC_116_SRC,TC_72_TRG,0
CC_116_SRC,TC_73_TRG,0
CC_116_SRC,TC_74_TRG,0
CC_116_SRC,TC_75_TRG,0
CC_116_SRC,TC_76_TRG,0
CC_116_SRC,TC_77_TRG,0
CC_116_SRC,TC_78_TRG,0
CC_116_SRC,TC_79_TRG,0
CC_116_SRC,TC_80_TRG,0
CC_116_SRC,TC_94_TRG,0
CC_116_SRC,TC_95_TRG,0
CC_116_SRC,TC_96_TRG,0
CC_116_SRC,TC_97_TRG,0
CC_116_SRC,TC_98_TRG,0
CC_116_SRC,TC_99_TRG,0
CC_116_SRC,TC_100_TRG,0
CC_116_SRC,ID_32_TRG,0
CC_116_SRC,ID_31_TRG,0
CC_116_SRC,ID_34_TRG,0
CC_116_SRC,ID_35_TRG,0
CC_116_SRC,ID_40_TRG,0
CC_116_SRC,ID_36_TRG,0
CC_116_SRC,ID_37_TRG,0
CC_116_SRC,ID_49_TRG,0
CC_116_SRC,ID_50_TRG,0
CC_116_SRC,ID_39_TRG,0
CC_116_SRC,ID_45_TRG,0
CC_116_SRC,ID_46_TRG,0
CC_116_SRC,ID_38_TRG,0
CC_116_SRC,ID_33_TRG,0
CC_116_SRC,ID_47_TRG,0
CC_116_SRC,ID_42_TRG,0
CC_116_SRC,ID_43_TRG,0
CC_116_SRC,ID_44_TRG,0
CC_116_SRC,ID_48_TRG,0
CC_116_SRC,ID_41_TRG,0
CC_116_SRC,CC_158_TRG,0
CC_116_SRC,CC_155_TRG,0
CC_116_SRC,CC_149_TRG,0
CC_116_SRC,UC_7_TRG,0
CC_116_SRC,UC_1_TRG,0
CC_116_SRC,UC_2_TRG,0
CC_116_SRC,UC_6_TRG,0
CC_116_SRC,UC_8_TRG,0
CC_116_SRC,UC_11_TRG,0
CC_116_SRC,UC_19_TRG,0
CC_116_SRC,UC_20_TRG,0
CC_116_SRC,UC_17_TRG,0
CC_116_SRC,UC_18_TRG,0
CC_116_SRC,UC_14_TRG,0
CC_116_SRC,UC_15_TRG,0
CC_116_SRC,UC_16_TRG,0
CC_116_SRC,UC_24_TRG,0
CC_116_SRC,UC_25_TRG,0
CC_116_SRC,UC_23_TRG,0
CC_116_SRC,UC_22_TRG,0
CC_116_SRC,UC_21_TRG,0
CC_116_SRC,CC_144_TRG,0
CC_116_SRC,CC_130_TRG,0
CC_116_SRC,UC_3_TRG,0
CC_116_SRC,UC_4_TRG,0
CC_116_SRC,UC_5_TRG,0
CC_116_SRC,UC_9_TRG,0
CC_116_SRC,UC_10_TRG,0
CC_116_SRC,UC_12_TRG,0
CC_116_SRC,UC_13_TRG,0
CC_116_SRC,UC_27_TRG,0
CC_116_SRC,UC_28_TRG,0
CC_116_SRC,UC_26_TRG,0
CC_116_SRC,UC_29_TRG,0
CC_116_SRC,UC_30_TRG,0
CC_117_SRC,CC_123_TRG,0
CC_117_SRC,CC_124_TRG,0
CC_117_SRC,CC_122_TRG,0
CC_117_SRC,CC_126_TRG,0
CC_117_SRC,CC_127_TRG,0
CC_117_SRC,CC_128_TRG,0
CC_117_SRC,CC_125_TRG,0
CC_117_SRC,CC_120_TRG,0
CC_117_SRC,CC_114_TRG,0
CC_117_SRC,CC_132_TRG,0
CC_117_SRC,CC_137_TRG,0
CC_117_SRC,CC_116_TRG,0
CC_117_SRC,CC_136_TRG,0
CC_117_SRC,CC_117_TRG,0
CC_117_SRC,CC_129_TRG,0
CC_117_SRC,CC_134_TRG,0
CC_117_SRC,CC_135_TRG,0
CC_117_SRC,CC_138_TRG,0
CC_117_SRC,CC_139_TRG,0
CC_117_SRC,CC_118_TRG,0
CC_117_SRC,CC_119_TRG,0
CC_117_SRC,CC_140_TRG,0
CC_117_SRC,CC_152_TRG,0
CC_117_SRC,CC_153_TRG,0
CC_117_SRC,CC_154_TRG,0
CC_117_SRC,CC_142_TRG,0
CC_117_SRC,CC_151_TRG,0
CC_117_SRC,CC_146_TRG,0
CC_117_SRC,CC_145_TRG,0
CC_117_SRC,CC_150_TRG,0
CC_117_SRC,CC_141_TRG,0
CC_117_SRC,CC_156_TRG,0
CC_117_SRC,CC_147_TRG,0
CC_117_SRC,CC_148_TRG,0
CC_117_SRC,CC_159_TRG,0
CC_117_SRC,TC_107_TRG,0
CC_117_SRC,TC_108_TRG,0
CC_117_SRC,TC_109_TRG,0
CC_117_SRC,TC_110_TRG,0
CC_117_SRC,TC_111_TRG,0
CC_117_SRC,TC_112_TRG,0
CC_117_SRC,TC_113_TRG,0
CC_117_SRC,TC_51_TRG,0
CC_117_SRC,TC_52_TRG,0
CC_117_SRC,TC_53_TRG,0
CC_117_SRC,TC_54_TRG,0
CC_117_SRC,TC_55_TRG,0
CC_117_SRC,TC_56_TRG,0
CC_117_SRC,TC_57_TRG,0
CC_117_SRC,TC_58_TRG,0
CC_117_SRC,TC_59_TRG,0
CC_117_SRC,TC_60_TRG,0
CC_117_SRC,TC_61_TRG,0
CC_117_SRC,TC_62_TRG,0
CC_117_SRC,TC_63_TRG,0
CC_117_SRC,TC_64_TRG,0
CC_117_SRC,TC_65_TRG,0
CC_117_SRC,TC_81_TRG,0
CC_117_SRC,TC_82_TRG,0
CC_117_SRC,TC_83_TRG,0
CC_117_SRC,TC_84_TRG,0
CC_117_SRC,TC_85_TRG,0
CC_117_SRC,TC_86_TRG,0
CC_117_SRC,TC_87_TRG,0
CC_117_SRC,TC_88_TRG,0
CC_117_SRC,TC_89_TRG,0
CC_117_SRC,TC_90_TRG,0
CC_117_SRC,TC_91_TRG,0
CC_117_SRC,TC_92_TRG,0
CC_117_SRC,TC_93_TRG,0
CC_117_SRC,TC_101_TRG,0
CC_117_SRC,TC_102_TRG,0
CC_117_SRC,TC_103_TRG,0
CC_117_SRC,TC_104_TRG,0
CC_117_SRC,TC_105_TRG,0
CC_117_SRC,TC_106_TRG,0
CC_117_SRC,TC_66_TRG,0
CC_117_SRC,TC_67_TRG,0
CC_117_SRC,TC_68_TRG,0
CC_117_SRC,TC_69_TRG,0
CC_117_SRC,TC_70_TRG,0
CC_117_SRC,TC_71_TRG,0
CC_117_SRC,TC_72_TRG,0
CC_117_SRC,TC_73_TRG,0
CC_117_SRC,TC_74_TRG,0
CC_117_SRC,TC_75_TRG,0
CC_117_SRC,TC_76_TRG,0
CC_117_SRC,TC_77_TRG,0
CC_117_SRC,TC_78_TRG,0
CC_117_SRC,TC_79_TRG,0
CC_117_SRC,TC_80_TRG,0
CC_117_SRC,TC_94_TRG,0
CC_117_SRC,TC_95_TRG,0
CC_117_SRC,TC_96_TRG,0
CC_117_SRC,TC_97_TRG,0
CC_117_SRC,TC_98_TRG,0
CC_117_SRC,TC_99_TRG,0
CC_117_SRC,TC_100_TRG,0
CC_117_SRC,ID_32_TRG,0
CC_117_SRC,ID_31_TRG,0
CC_117_SRC,ID_34_TRG,0
CC_117_SRC,ID_35_TRG,0
CC_117_SRC,ID_40_TRG,0
CC_117_SRC,ID_36_TRG,0
CC_117_SRC,ID_37_TRG,0
CC_117_SRC,ID_49_TRG,0
CC_117_SRC,ID_50_TRG,0
CC_117_SRC,ID_39_TRG,0
CC_117_SRC,ID_45_TRG,0
CC_117_SRC,ID_46_TRG,0
CC_117_SRC,ID_38_TRG,0
CC_117_SRC,ID_33_TRG,0
CC_117_SRC,ID_47_TRG,0
CC_117_SRC,ID_42_TRG,0
CC_117_SRC,ID_43_TRG,0
CC_117_SRC,ID_44_TRG,0
CC_117_SRC,ID_48_TRG,0
CC_117_SRC,ID_41_TRG,0
CC_117_SRC,CC_158_TRG,0
CC_117_SRC,CC_155_TRG,0
CC_117_SRC,CC_149_TRG,0
CC_117_SRC,UC_7_TRG,0
CC_117_SRC,UC_1_TRG,0
CC_117_SRC,UC_2_TRG,0
CC_117_SRC,UC_6_TRG,0
CC_117_SRC,UC_8_TRG,0
CC_117_SRC,UC_11_TRG,0
CC_117_SRC,UC_19_TRG,0
CC_117_SRC,UC_20_TRG,0
CC_117_SRC,UC_17_TRG,0
CC_117_SRC,UC_18_TRG,0
CC_117_SRC,UC_14_TRG,0
CC_117_SRC,UC_15_TRG,0
CC_117_SRC,UC_16_TRG,0
CC_117_SRC,UC_24_TRG,0
CC_117_SRC,UC_25_TRG,0
CC_117_SRC,UC_23_TRG,0
CC_117_SRC,UC_22_TRG,0
CC_117_SRC,UC_21_TRG,0
CC_117_SRC,CC_144_TRG,0
CC_117_SRC,CC_130_TRG,0
CC_117_SRC,UC_3_TRG,0
CC_117_SRC,UC_4_TRG,0
CC_117_SRC,UC_5_TRG,0
CC_117_SRC,UC_9_TRG,0
CC_117_SRC,UC_10_TRG,0
CC_117_SRC,UC_12_TRG,0
CC_117_SRC,UC_13_TRG,0
CC_117_SRC,UC_27_TRG,0
CC_117_SRC,UC_28_TRG,0
CC_117_SRC,UC_26_TRG,0
CC_117_SRC,UC_29_TRG,0
CC_117_SRC,UC_30_TRG,0
CC_118_SRC,CC_123_TRG,0
CC_118_SRC,CC_124_TRG,0
CC_118_SRC,CC_122_TRG,0
CC_118_SRC,CC_126_TRG,0
CC_118_SRC,CC_127_TRG,0
CC_118_SRC,CC_128_TRG,0
CC_118_SRC,CC_125_TRG,0
CC_118_SRC,CC_120_TRG,0
CC_118_SRC,CC_114_TRG,0
CC_118_SRC,CC_132_TRG,0
CC_118_SRC,CC_137_TRG,0
CC_118_SRC,CC_116_TRG,0
CC_118_SRC,CC_136_TRG,0
CC_118_SRC,CC_117_TRG,0
CC_118_SRC,CC_129_TRG,0
CC_118_SRC,CC_134_TRG,0
CC_118_SRC,CC_135_TRG,0
CC_118_SRC,CC_138_TRG,0
CC_118_SRC,CC_139_TRG,0
CC_118_SRC,CC_118_TRG,0
CC_118_SRC,CC_119_TRG,0
CC_118_SRC,CC_140_TRG,0
CC_118_SRC,CC_152_TRG,0
CC_118_SRC,CC_153_TRG,0
CC_118_SRC,CC_154_TRG,0
CC_118_SRC,CC_142_TRG,0
CC_118_SRC,CC_151_TRG,0
CC_118_SRC,CC_146_TRG,0
CC_118_SRC,CC_145_TRG,0
CC_118_SRC,CC_150_TRG,0
CC_118_SRC,CC_141_TRG,0
CC_118_SRC,CC_156_TRG,0
CC_118_SRC,CC_147_TRG,0
CC_118_SRC,CC_148_TRG,0
CC_118_SRC,CC_159_TRG,0
CC_118_SRC,TC_107_TRG,0
CC_118_SRC,TC_108_TRG,0
CC_118_SRC,TC_109_TRG,0
CC_118_SRC,TC_110_TRG,0
CC_118_SRC,TC_111_TRG,0
CC_118_SRC,TC_112_TRG,0
CC_118_SRC,TC_113_TRG,0
CC_118_SRC,TC_51_TRG,0
CC_118_SRC,TC_52_TRG,0
CC_118_SRC,TC_53_TRG,0
CC_118_SRC,TC_54_TRG,0
CC_118_SRC,TC_55_TRG,0
CC_118_SRC,TC_56_TRG,0
CC_118_SRC,TC_57_TRG,0
CC_118_SRC,TC_58_TRG,0
CC_118_SRC,TC_59_TRG,0
CC_118_SRC,TC_60_TRG,0
CC_118_SRC,TC_61_TRG,0
CC_118_SRC,TC_62_TRG,0
CC_118_SRC,TC_63_TRG,0
CC_118_SRC,TC_64_TRG,0
CC_118_SRC,TC_65_TRG,0
CC_118_SRC,TC_81_TRG,0
CC_118_SRC,TC_82_TRG,0
CC_118_SRC,TC_83_TRG,0
CC_118_SRC,TC_84_TRG,0
CC_118_SRC,TC_85_TRG,0
CC_118_SRC,TC_86_TRG,0
CC_118_SRC,TC_87_TRG,0
CC_118_SRC,TC_88_TRG,0
CC_118_SRC,TC_89_TRG,0
CC_118_SRC,TC_90_TRG,0
CC_118_SRC,TC_91_TRG,0
CC_118_SRC,TC_92_TRG,0
CC_118_SRC,TC_93_TRG,0
CC_118_SRC,TC_101_TRG,0
CC_118_SRC,TC_102_TRG,0
CC_118_SRC,TC_103_TRG,0
CC_118_SRC,TC_104_TRG,0
CC_118_SRC,TC_105_TRG,0
CC_118_SRC,TC_106_TRG,0
CC_118_SRC,TC_66_TRG,0
CC_118_SRC,TC_67_TRG,0
CC_118_SRC,TC_68_TRG,0
CC_118_SRC,TC_69_TRG,0
CC_118_SRC,TC_70_TRG,0
CC_118_SRC,TC_71_TRG,0
CC_118_SRC,TC_72_TRG,0
CC_118_SRC,TC_73_TRG,0
CC_118_SRC,TC_74_TRG,0
CC_118_SRC,TC_75_TRG,0
